country,region,sequence,leading_question_id,leading_question_answer_id,question,question_code,answer,answer_help_text,help_text,data_type,allow_multi_select,domain_id,next_question_id,tax_form_codes,tax_form_code_count,raw_row
US,OK,1,33,76,Oklahoma has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns. Which types of tax are you registered to collect?,,Consumer use tax,"If your account starts with SCU, you are registered to report consumer use tax, which is self-assessed on some purchases.",,STRING,True,1,35,USOKSCU2000420041,1,"{""LeadingQuestionId"":33,""Country"":""US"",""Region"":""OK"",""Sequence"":1,""Question"":""Oklahoma has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns.\r\n\r\nWhich types of tax are you registered to collect?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":76,""Answer"":""Consumer use tax"",""AnswerHelpText"":""If your account starts with SCU, you are registered to report consumer use tax, which is self-assessed on some purchases."",""NextQuestionId"":35,""TaxFormCode"":""[\""USOKSCU2000420041\""]""}"
US,OK,3,35,77,Are you required to make prepayments in Oklahoma?,,Yes,,,BOOLEAN,False,1,,USOKPREPAY,1,"{""LeadingQuestionId"":35,""Country"":""US"",""Region"":""OK"",""Sequence"":3,""Question"":""Are you required to make prepayments in Oklahoma?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":77,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USOKPREPAY\""]""}"
US,OK,3,35,78,Are you required to make prepayments in Oklahoma?,,No,,,BOOLEAN,False,1,,,0,"{""LeadingQuestionId"":35,""Country"":""US"",""Region"":""OK"",""Sequence"":3,""Question"":""Are you required to make prepayments in Oklahoma?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":78,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[]""}"
US,PA,1,36,79,Are you required to make prepayments in Pennsylvania?,,Yes,,,BOOLEAN,False,1,,USPAPA3R | USPAPREPAY,2,"{""LeadingQuestionId"":36,""Country"":""US"",""Region"":""PA"",""Sequence"":1,""Question"":""Are you required to make prepayments in Pennsylvania?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":79,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USPAPA3R\"",\""USPAPREPAY\""]""}"
US,PA,1,36,80,Are you required to make prepayments in Pennsylvania?,,No,,,BOOLEAN,False,1,,USPAPA3R,1,"{""LeadingQuestionId"":36,""Country"":""US"",""Region"":""PA"",""Sequence"":1,""Question"":""Are you required to make prepayments in Pennsylvania?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":80,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USPAPA3R\""]""}"
US,SC,1,60,121,,,,,,,False,1,,USSCST3,1,"{""LeadingQuestionId"":60,""Country"":""US"",""Region"":""SC"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":121,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USSCST3\""]""}"
US,RI,1,59,120,,,,,,,False,1,,USRISTR,1,"{""LeadingQuestionId"":59,""Country"":""US"",""Region"":""RI"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":120,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USRISTR\""]""}"
US,SD,1,61,122,,,,,,,False,1,,USSDRV11STRTNMTS,1,"{""LeadingQuestionId"":61,""Country"":""US"",""Region"":""SD"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":122,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USSDRV11STRTNMTS\""]""}"
US,TN,1,37,81,Do you have any physical company locations in Tennessee?,,No,,,STRING,False,1,,USTNSLS450,1,"{""LeadingQuestionId"":37,""Country"":""US"",""Region"":""TN"",""Sequence"":1,""Question"":""Do you have any physical company locations in Tennessee?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":81,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTNSLS450\""]""}"
US,TN,1,37,82,Do you have any physical company locations in Tennessee?,,"Yes, just one",,,STRING,False,1,38,,0,"{""LeadingQuestionId"":37,""Country"":""US"",""Region"":""TN"",""Sequence"":1,""Question"":""Do you have any physical company locations in Tennessee?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":82,""Answer"":""Yes, just one"",""AnswerHelpText"":"""",""NextQuestionId"":38,""TaxFormCode"":""[]""}"
US,TN,1,37,83,Do you have any physical company locations in Tennessee?,,More than one,,,STRING,False,1,,USTNSLS450CS,1,"{""LeadingQuestionId"":37,""Country"":""US"",""Region"":""TN"",""Sequence"":1,""Question"":""Do you have any physical company locations in Tennessee?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":83,""Answer"":""More than one"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTNSLS450CS\""]""}"
US,TN,2,38,84,Do you ship products to Tennessee from out of state?,,Yes,,,BOOLEAN,False,1,,USTNSLS450CS,1,"{""LeadingQuestionId"":38,""Country"":""US"",""Region"":""TN"",""Sequence"":2,""Question"":""Do you ship products to Tennessee from out of state?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":84,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTNSLS450CS\""]""}"
US,TN,2,38,85,Do you ship products to Tennessee from out of state?,,No,,,BOOLEAN,False,1,,USTNSLS450,1,"{""LeadingQuestionId"":38,""Country"":""US"",""Region"":""TN"",""Sequence"":2,""Question"":""Do you ship products to Tennessee from out of state?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":85,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTNSLS450\""]""}"
US,TX,1,39,86,Do you have any physical company locations in Texas?,,No,,,STRING,False,1,,USTX0111401116,1,"{""LeadingQuestionId"":39,""Country"":""US"",""Region"":""TX"",""Sequence"":1,""Question"":""Do you have any physical company locations in Texas? "",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":86,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTX0111401116\""]""}"
US,TX,1,39,87,Do you have any physical company locations in Texas?,,"Yes, just one",,,STRING,False,1,65,,0,"{""LeadingQuestionId"":39,""Country"":""US"",""Region"":""TX"",""Sequence"":1,""Question"":""Do you have any physical company locations in Texas? "",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":87,""Answer"":""Yes, just one"",""AnswerHelpText"":"""",""NextQuestionId"":65,""TaxFormCode"":""[]""}"
US,TX,1,39,88,Do you have any physical company locations in Texas?,,More than one,,,STRING,False,1,,USTX011140111501116,1,"{""LeadingQuestionId"":39,""Country"":""US"",""Region"":""TX"",""Sequence"":1,""Question"":""Do you have any physical company locations in Texas? "",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":88,""Answer"":""More than one"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTX011140111501116\""]""}"
US,TX,2,65,127,Do you ship products to Texas from outside the state?,,Yes,,,BOOLEAN,False,1,,USTX011140111501116,1,"{""LeadingQuestionId"":65,""Country"":""US"",""Region"":""TX"",""Sequence"":2,""Question"":""Do you ship products to Texas from outside the state? "",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":127,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTX011140111501116\""]""}"
US,TX,2,65,128,Do you ship products to Texas from outside the state?,,No,,,BOOLEAN,False,1,,USTX0111401116,1,"{""LeadingQuestionId"":65,""Country"":""US"",""Region"":""TX"",""Sequence"":2,""Question"":""Do you ship products to Texas from outside the state? "",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":128,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USTX0111401116\""]""}"
US,UT,1,62,123,,,,,,,False,1,,USUTTC62MULTILOCATION,1,"{""LeadingQuestionId"":62,""Country"":""US"",""Region"":""UT"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":123,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USUTTC62MULTILOCATION\""]""}"
US,VA,1,42,94,Virginia has a separate return for each registration type. Some businesses may be required to file multiple returns. Which registration do you have in Virginia?,,Out-of-state dealer,"If your account starts with 12, you are registered as an out-of-state dealer.",,STRING,True,1,44,USVAST1SU,1,"{""LeadingQuestionId"":42,""Country"":""US"",""Region"":""VA"",""Sequence"":1,""Question"":""Virginia has a separate return for each registration type. Some businesses may be required to file multiple returns.\n\nWhich registration do you have in Virginia?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":94,""Answer"":""Out-of-state dealer"",""AnswerHelpText"":""If your account starts with 12, you are registered as an out-of-state dealer."",""NextQuestionId"":44,""TaxFormCode"":""[\""USVAST1SU\""]""}"
US,VA,1,42,95,Virginia has a separate return for each registration type. Some businesses may be required to file multiple returns. Which registration do you have in Virginia?,,In-state dealer,"If your account starts with 10, you are registered as an in-state dealer.",,STRING,True,1,44,USVAST1SALES,1,"{""LeadingQuestionId"":42,""Country"":""US"",""Region"":""VA"",""Sequence"":1,""Question"":""Virginia has a separate return for each registration type. Some businesses may be required to file multiple returns.\n\nWhich registration do you have in Virginia?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":95,""Answer"":""In-state dealer"",""AnswerHelpText"":""If your account starts with 10, you are registered as an in-state dealer."",""NextQuestionId"":44,""TaxFormCode"":""[\""USVAST1SALES\""]""}"
US,VA,1,42,96,Virginia has a separate return for each registration type. Some businesses may be required to file multiple returns. Which registration do you have in Virginia?,,Consumer use tax,"If your account starts with 14, you are registered to report self-assessed consumer use tax on purchases.",,STRING,True,1,44,USVAST1CU,1,"{""LeadingQuestionId"":42,""Country"":""US"",""Region"":""VA"",""Sequence"":1,""Question"":""Virginia has a separate return for each registration type. Some businesses may be required to file multiple returns.\n\nWhich registration do you have in Virginia?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":96,""Answer"":""Consumer use tax"",""AnswerHelpText"":""If your account starts with 14, you are registered to report self-assessed consumer use tax on purchases."",""NextQuestionId"":44,""TaxFormCode"":""[\""USVAST1CU\""]""}"
US,VA,2,44,97,Are you required to make accelerated payments in Virginia?,,Yes,,"Some taxpayers are required to pay an annual accelerated payment. If you're required to submit an accelerated payment, the State of Virginia sends you a notice telling you how much to pay.",BOOLEAN,False,1,,USVAPREPAY,1,"{""LeadingQuestionId"":44,""Country"":""US"",""Region"":""VA"",""Sequence"":2,""Question"":""Are you required to make accelerated payments in Virginia?"",""QuestionCode"":null,""HelpText"":""Some taxpayers are required to pay an annual accelerated payment. If you're required to submit an accelerated payment, the State of Virginia sends you a notice telling you how much to pay."",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":97,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USVAPREPAY\""]""}"
US,VA,2,44,98,Are you required to make accelerated payments in Virginia?,,No,,"Some taxpayers are required to pay an annual accelerated payment. If you're required to submit an accelerated payment, the State of Virginia sends you a notice telling you how much to pay.",BOOLEAN,False,1,,,0,"{""LeadingQuestionId"":44,""Country"":""US"",""Region"":""VA"",""Sequence"":2,""Question"":""Are you required to make accelerated payments in Virginia?"",""QuestionCode"":null,""HelpText"":""Some taxpayers are required to pay an annual accelerated payment. If you're required to submit an accelerated payment, the State of Virginia sends you a notice telling you how much to pay."",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":98,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[]""}"
US,VT,1,40,89,How many physical locations have you registered in Vermont?,,None,,,STRING,False,1,,USVTSU451,1,"{""LeadingQuestionId"":40,""Country"":""US"",""Region"":""VT"",""Sequence"":1,""Question"":""How many physical locations have you registered in Vermont?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":89,""Answer"":""None"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USVTSU451\""]""}"
US,VT,1,40,90,How many physical locations have you registered in Vermont?,,One,,,STRING,False,1,41,,0,"{""LeadingQuestionId"":40,""Country"":""US"",""Region"":""VT"",""Sequence"":1,""Question"":""How many physical locations have you registered in Vermont?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":90,""Answer"":""One"",""AnswerHelpText"":"""",""NextQuestionId"":41,""TaxFormCode"":""[]""}"
US,VT,1,40,91,How many physical locations have you registered in Vermont?,,More than one,,,STRING,False,1,,USVTSU451OUTLET,1,"{""LeadingQuestionId"":40,""Country"":""US"",""Region"":""VT"",""Sequence"":1,""Question"":""How many physical locations have you registered in Vermont?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":91,""Answer"":""More than one"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USVTSU451OUTLET\""]""}"
US,VT,2,41,92,Do you ship products to Vermont from out of state?,,Yes,,,BOOLEAN,False,1,,USVTSU451OUTLET,1,"{""LeadingQuestionId"":41,""Country"":""US"",""Region"":""VT"",""Sequence"":2,""Question"":""Do you ship products to Vermont from out of state?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":92,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USVTSU451OUTLET\""]""}"
US,VT,2,41,93,Do you ship products to Vermont from out of state?,,No,,,BOOLEAN,False,1,,USVTSU451,1,"{""LeadingQuestionId"":41,""Country"":""US"",""Region"":""VT"",""Sequence"":2,""Question"":""Do you ship products to Vermont from out of state?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":93,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USVTSU451\""]""}"
US,WA,1,63,125,,,,,,,False,1,,USWAMULTIPURPOSEST,1,"{""LeadingQuestionId"":63,""Country"":""US"",""Region"":""WA"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":125,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWAMULTIPURPOSEST\""]""}"
US,WV,1,64,126,,,,,,,False,1,,USWVCST200CU,1,"{""LeadingQuestionId"":64,""Country"":""US"",""Region"":""WV"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":126,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWVCST200CU\""]""}"
US,WI,1,45,99,Are you registered to file premier resort area tax in addition to the normal sales tax rate?,,Yes,,,BOOLEAN,False,1,,USWIST12CT | USWIPREMIERRESORT,2,"{""LeadingQuestionId"":45,""Country"":""US"",""Region"":""WI"",""Sequence"":1,""Question"":""Are you registered to file premier resort area tax in addition to the normal sales tax rate?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":99,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWIST12CT\"",\""USWIPREMIERRESORT\""]""}"
US,WI,1,45,100,Are you registered to file premier resort area tax in addition to the normal sales tax rate?,,No,,,BOOLEAN,False,1,,USWIST12CT,1,"{""LeadingQuestionId"":45,""Country"":""US"",""Region"":""WI"",""Sequence"":1,""Question"":""Are you registered to file premier resort area tax in addition to the normal sales tax rate?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":100,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWIST12CT\""]""}"
US,WY,1,46,101,How often are you required to file a return in Wyoming?,,Monthly,,,STRING,False,1,,USWYF41,1,"{""LeadingQuestionId"":46,""Country"":""US"",""Region"":""WY"",""Sequence"":1,""Question"":""How often are you required to file a return in Wyoming?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":101,""Answer"":""Monthly"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWYF41\""]""}"
US,WY,1,46,102,How often are you required to file a return in Wyoming?,,Quarterly,,,STRING,False,1,,USWYF41,1,"{""LeadingQuestionId"":46,""Country"":""US"",""Region"":""WY"",""Sequence"":1,""Question"":""How often are you required to file a return in Wyoming?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":102,""Answer"":""Quarterly"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWYF41\""]""}"
US,WY,1,46,103,How often are you required to file a return in Wyoming?,,Annually,,,STRING,False,1,,USWYF421,1,"{""LeadingQuestionId"":46,""Country"":""US"",""Region"":""WY"",""Sequence"":1,""Question"":""How often are you required to file a return in Wyoming?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":103,""Answer"":""Annually"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USWYF421\""]""}"
US,WY,1,46,104,How often are you required to file a return in Wyoming?,,Occasionally,"If your business is registered as an occasional vendor, you file returns only when you have sales to report.",,STRING,False,1,,USWYF43,1,"{""LeadingQuestionId"":46,""Country"":""US"",""Region"":""WY"",""Sequence"":1,""Question"":""How often are you required to file a return in Wyoming?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":104,""Answer"":""Occasionally"",""AnswerHelpText"":""If your business is registered as an occasional vendor, you file returns only when you have sales to report."",""NextQuestionId"":null,""TaxFormCode"":""[\""USWYF43\""]""}"
